,movie,award,award_name
554,아이,후보,제 32회 청룡영화상 (여우조연상)
555,아이,후보,제 8회 대한민국 영화대상 (여우조연상)
556,아이,후보,제 47회 대종상 영화제 (여우조연상)
557,아이,후보,제 31회 청룡영화상 (여우조연상)
558,아이,수상,제 6회 대한민국 대학 영화제 (여우조연상)
559,아이,수상,제 21회 전주국제영화제 (한국경쟁 - 배우상)
560,아이,후보,제 56회 대종상 영화제 (여우조연상)
561,아이,후보,제 55회 백상예술대상 (영화 여자조연상)
562,아이,후보,TV 여자조연상
563,아이,후보,제 54회 백상예술대상 (영화 여자조연상)
564,아이,후보,제 38회 청룡영화상 (여우조연상)
565,해리 포터와 불의 잔,후보,제 47회 지포니 영화제 (위자드 나이트)
566,해리 포터와 불의 잔,후보,제 26회 씨네키드 영화제 (상영작)
567,해리 포터와 불의 잔,후보,제 39회 홍콩 국제 영화제 (포커스 앤 트리뷰트)
568,해리 포터와 불의 잔,후보,제 29회 프리부르 국제영화제 (Sur la carte de Jean-Francois Stevenin)
569,해리 포터와 불의 잔,후보,제 29회 프리부르 국제영화제 (디아스포라)
570,해리 포터와 불의 잔,후보,제 24회 팜스프링스 국제영화제 (모던 마스터스)
571,해리 포터와 불의 잔,후보,제 56회 런던 국제 영화제 (갈라 & 특별영화)
572,해리 포터와 불의 잔,후보,제 14회 리우 데 자네이루 국제영화제 (포커스)
573,해리 포터와 불의 잔,후보,제 9회 취리히 영화제 (회고전)
574,해리 포터와 불의 잔,수상,제 48회 영국 아카데미 시상식 (데이빗 린 상)
575,해리 포터와 불의 잔,후보,제 52회 골든 글로브 시상식 (작품상-뮤지컬코미디)
576,해리 포터와 불의 잔,수상,제 15회 런던 비평가 협회상 (영국감독상)
577,해리 포터와 불의 잔,후보,제 37회 토론토국제영화제 (갈라스 부문)
578,해리 포터와 불의 잔,후보,제 15회 서울국제만화애니메이션페스티벌 (시카프 패밀리)
579,해리 포터와 불의 잔,후보,제 50회 골든 글로브 시상식 (작품상-뮤지컬코미디)
580,해리 포터와 불의 잔,수상,제 49회 시체스영화제 (오피셜 판타스틱-남우주연상)
581,해리 포터와 불의 잔,후보,제 21회 MTV 영화 & TV 어워즈 (최고의 남자배우상)
582,해리 포터와 불의 잔,수상,제 21회 MTV 영화 & TV 어워즈 (최고의 캐스트)
583,해리 포터와 불의 잔,후보,제 20회 MTV 영화 & TV 어워즈 (최고의 싸움상)
584,해리 포터와 불의 잔,후보,제 20회 MTV 영화 & TV 어워즈 (최고의 남자배우상)
585,해리 포터와 불의 잔,후보,제 19회 MTV 영화 & TV 어워즈 (최고의 남자배우상)
586,해리 포터와 불의 잔,후보,글로벌 슈퍼스타 상
587,해리 포터와 불의 잔,후보,제 17회 MTV 영화 & TV 어워즈 (최고의 키스상)
588,해리 포터와 불의 잔,후보,제 15회 MTV 영화 & TV 어워즈 (최고의 영웅상)
589,해리 포터와 불의 잔,후보,제 15회 MTV 영화 & TV 어워즈 (최고의 호흡상)
590,해리 포터와 불의 잔,후보,제 11회 MTV 영화 & TV 어워즈 (남우신인상)
591,해리 포터와 불의 잔,후보,제 38회 골든 라즈베리 시상식 (최악의 여우주연상)
592,해리 포터와 불의 잔,후보,제 44회 새턴 어워즈 (최우수 여우주연상)
593,해리 포터와 불의 잔,후보,제 26회 MTV 영화 & TV 어워즈 (최고의 키스상)
594,해리 포터와 불의 잔,수상,제 26회 MTV 영화 & TV 어워즈 (영화 - 최고의 배우상)
595,해리 포터와 불의 잔,후보,제 22회 MTV 영화 & TV 어워즈 (최고의 키스상)
596,해리 포터와 불의 잔,후보,제 22회 MTV 영화 & TV 어워즈 (최고의 뮤지컬 퍼포먼스)
597,해리 포터와 불의 잔,후보,제 22회 MTV 영화 & TV 어워즈 (최고의 여자배우상)
598,해리 포터와 불의 잔,수상,MTV 트레일블레이저상
599,해리 포터와 불의 잔,후보,제 38회 새턴 어워즈 (최우수 여우조연상)
600,해리 포터와 불의 잔,후보,제 21회 MTV 영화 & TV 어워즈 (최고의 키스상)
601,해리 포터와 불의 잔,후보,제 21회 MTV 영화 & TV 어워즈 (최고의 여자배우상)
602,해리 포터와 불의 잔,후보,제 20회 MTV 영화 & TV 어워즈 (최고의 키스상)
603,해리 포터와 불의 잔,후보,제 20회 MTV 영화 & TV 어워즈 (최고의 여자배우상)
604,해리 포터와 불의 잔,후보,제 19회 MTV 영화 & TV 어워즈 (최고의 여자배우상)
605,모비우스,후보,제 44회 새턴 어워즈 (최우수 SF영화상)
606,모비우스,후보,제 56회 런던 국제 영화제 (스릴)
607,모비우스,후보,제 35회 홍콩 국제 영화제 (월드시네마)
608,모비우스,후보,제 29회 뮌헨 국제영화제 (스웨덴영화 부문)
609,모비우스,후보,제 43회 시체스영화제 (오피셜 판타스틱 갈라)
610,모비우스,후보,제 37회 겐트 영화제 (공식부문 - 경쟁)
611,모비우스,후보,제 35회 토론토국제영화제 (뱅가드 부문)
612,모비우스,후보,제 15회 부산국제영화제 (미드나잇 패션)
613,모비우스,후보,제 27회 미국 배우 조합상 (영화부문 남우조연상)
614,모비우스,후보,제 78회 골든 글로브 시상식 (남우조연상)
615,모비우스,후보,제 37회 골든 라즈베리 시상식 (최악의 남우조연상)
616,모비우스,후보,제 26회 MTV 영화 & TV 어워즈 (최고의 악당상)
617,모비우스,수상,제 19회 크리틱스 초이스 시상식 (남우조연상)
618,모비우스,수상,제 86회 미국 아카데미 시상식 (남우조연상)
619,모비우스,후보,제 34회 런던 비평가 협회상 (남우조연상)
620,모비우스,수상,제 71회 골든 글로브 시상식 (남우조연상)
621,모비우스,수상,제 20회 미국 배우 조합상 (영화부문 남우조연상)
622,모비우스,후보,제 48회 전미 비평가 협회상 (남우조연상)
623,모비우스,수상,제 23회 MTV 영화 & TV 어워즈 (최고의 영화속 변신)
624,모비우스,후보,제 26회 시카고 비평가 협회상 (남우주연상)
625,모비우스,수상,제 39회 LA 비평가 협회상 (남우조연상)
626,모비우스,수상,제 26회 시카고 비평가 협회상 (남우조연상)
627,모비우스,수상,제 78회 뉴욕 비평가 협회상 (남우조연상)
628,모비우스,후보,제 37회 토론토국제영화제 (다큐멘터리 부문)
629,모비우스,후보,제 37회 토론토국제영화제 (Next Wave 부문)
630,모비우스,수상,제 37회 토론토국제영화제 (다큐멘터리 관객상)
631,라야와 마지막 드래곤,후보,제 30회 도쿄국제영화제 (오픈-에어 시네마 아레나 30)
632,라야와 마지막 드래곤,후보,제 68회 영국 아카데미 시상식 (장편애니메이션작품상)
633,라야와 마지막 드래곤,후보,제 72회 골든 글로브 시상식 (장편애니메이션상)
634,라야와 마지막 드래곤,후보,제 22회 제라르메 국제판타스틱영화제 (비경쟁부문)
635,라야와 마지막 드래곤,수상,제 87회 미국 아카데미 시상식 (장편애니메이션상)
636,라야와 마지막 드래곤,후보,제 20회 크리틱스 초이스 시상식 (장편 애니메이션상)
637,라야와 마지막 드래곤,후보,제 41회 새턴 어워즈 (최우수 애니메이션상)
638,라야와 마지막 드래곤,후보,제 30회 산타바바라 국제영화제 (애플박스)
639,라야와 마지막 드래곤,후보,제 27회 도쿄국제영화제 (특별 초대작)
640,라야와 마지막 드래곤,후보,제 27회 시카고 비평가 협회상 (애니메이션상)
641,라야와 마지막 드래곤,후보,제 34회 하와이국제영화제 (북미 시네마)
642,라야와 마지막 드래곤,후보,제 36회 선댄스영화제 (넥스트)
643,라야와 마지막 드래곤,후보,제 71회 미국 감독 조합상 (감독상(신인감독부문))
644,라야와 마지막 드래곤,후보,제 29회 스톡홀름영화제 (디스커버리)
645,라야와 마지막 드래곤,후보,제 44회 시애틀국제영화제 (새로운미국영화 경쟁)
646,라야와 마지막 드래곤,수상,제 44회 도빌 아메리칸 영화제 (비평가 상)
647,라야와 마지막 드래곤,후보,제 34회 선댄스영화제 (미국 드라마틱 경쟁)
648,라야와 마지막 드래곤,후보,제 29회 팜스프링스 국제영화제 (10 디렉터스 투 워치)
649,라야와 마지막 드래곤,후보,제 44회 도빌 아메리칸 영화제 (경쟁 부문)
650,라야와 마지막 드래곤,후보,제 12회 달라스 국제 영화제 (프리미어 시리즈)
651,라야와 마지막 드래곤,후보,음악 영화 부문
652,라야와 마지막 드래곤,후보,제 17회 뉴포트비치 영화제 (음악 영화 부문)
653,라야와 마지막 드래곤,후보,단편 부문
654,라야와 마지막 드래곤,후보,음악 영화 부문
655,라야와 마지막 드래곤,후보,제 15회 뉴포트비치 영화제 (음악 영화 부문)
656,라야와 마지막 드래곤,후보,제 44회 새턴 어워즈 (최우수 여우조연상)
657,라야와 마지막 드래곤,수상,제 77회 골든 글로브 시상식 (여우주연상-뮤지컬코미디)
658,라야와 마지막 드래곤,후보,제 25회 크리틱스 초이스 시상식 (여우주연상)
659,라야와 마지막 드래곤,수상,제 35회 산타바바라 국제영화제 (버추오소스상)
660,라야와 마지막 드래곤,후보,제 32회 시카고 비평가 협회상 (여우주연상)
661,라야와 마지막 드래곤,후보,신인상
662,라야와 마지막 드래곤,후보,제 28회 MTV 영화 & TV 어워즈 (최고의 코믹연기상)
663,라야와 마지막 드래곤,후보,제 28회 MTV 영화 & TV 어워즈 (주목할만한 배우상)
664,라야와 마지막 드래곤,수상,매버릭상
665,라야와 마지막 드래곤,후보,TV 드라마-여우주연상
666,라야와 마지막 드래곤,후보,TV 코미디-게스트 여자 배우상
667,라야와 마지막 드래곤,후보,TV 드라마-여우주연상
668,라야와 마지막 드래곤,수상,TV드라마부문연기상(여자)
669,라야와 마지막 드래곤,수상,여우주연상-TV 드라마
670,라야와 마지막 드래곤,후보,TV 최우수 여자주연상
671,라야와 마지막 드래곤,후보,TV 드라마-여우주연상
672,라야와 마지막 드래곤,후보,제 60회 에미상 (TV 드라마-여우조연상)
673,라야와 마지막 드래곤,후보,제 59회 에미상 (TV 드라마-여우조연상)
674,라야와 마지막 드래곤,수상,제 63회 골든 글로브 시상식 (여우조연상-TV)
675,라야와 마지막 드래곤,후보,제 58회 에미상 (TV 드라마-여우조연상)
676,라야와 마지막 드래곤,수상,제 12회 미국 배우 조합상 (TV드라마부문연기상(여자))
677,고백,후보,제 36회 바르샤바 국제영화제 (경쟁 1-2)
678,고백,후보,제 24회 부천국제판타스틱영화제 (코리안 판타스틱: 장편경쟁)
679,고백,후보,제 21회 제주여성영화제 (상영작)
680,고백,수상,제 24회 부천국제판타스틱영화제 (코리안 판타스틱: 장편 배급지원상)
681,고백,수상,제 20회 부산국제영화제 (대명컬처웨이브상)
682,고백,후보,제 41회 서울독립영화제 (새로운 선택)
683,고백,수상,제 24회 부천국제판타스틱영화제 (코리안 판타스틱: 장편 배우상)
684,고백,수상,제 38회 황금촬영상 시상식 (최우수 여우조연상)
685,고백,후보,제 53회 백상예술대상 (TV 여자인기상)
686,고백,후보,제 50회 백상예술대상 (TV 여자인기상)
687,고백,후보,제 49회 백상예술대상 (영화 여자인기상)
688,고백,후보,제 48회 백상예술대상 (TV 여자인기상)
689,고백,수상,제 48회 백상예술대상 (TV 여자예능상)
690,고백,후보,제 47회 백상예술대상 (TV 여자신인연기상)
691,고백,후보,제 47회 백상예술대상 (TV 여자인기상)
692,카오스 워킹,후보,제 9회 북경국제영화제 (카니발)
693,카오스 워킹,후보,제 64회 시드니 영화제 (장편영화)
694,카오스 워킹,후보,제 50회 시체스영화제 (오피셜 판타스틱 오르비타)
695,카오스 워킹,후보,제 43회 도빌 아메리칸 영화제 (프리미어 부문)
696,카오스 워킹,후보,제 41회 새턴 어워즈 (최우수 SF영화상)
697,카오스 워킹,후보,제 41회 새턴 어워즈 (최우수 감독상)
698,카오스 워킹,후보,제 20회 크리틱스 초이스 시상식 (액션영화상)
699,카오스 워킹,후보,제 63회 칸영화제 (경쟁부문)
700,카오스 워킹,후보,제 37회 겐트 영화제 (영화제 프리뷰)
701,카오스 워킹,후보,제 33회 밀 밸리 영화제 (USA)
702,카오스 워킹,후보,제 46회 시카고국제영화제 (상영작)
703,카오스 워킹,수상,제 6회 MTV 영화 & TV 어워즈 (신인 제작자상)
704,카오스 워킹,수상,제 45회 새턴 어워즈 (최우수 신인배우상)
705,카오스 워킹,수상,제 44회 새턴 어워즈 (최우수 신인배우상)
706,카오스 워킹,후보,제 38회 런던 비평가 협회상 (영국아역상)
707,카오스 워킹,수상,제 43회 새턴 어워즈 (최우수 신인배우상)
708,카오스 워킹,수상,신인상
709,카오스 워킹,후보,제 27회 고야상 (신인남우상)
710,카오스 워킹,후보,제 18회 크리틱스 초이스 시상식 (신인배우상)
711,카오스 워킹,수상,제 33회 런던 비평가 협회상 (영국신인상)
712,카오스 워킹,후보,제 39회 새턴 어워즈 (최우수 신인배우상)
713,카오스 워킹,후보,제 25회 시카고 비평가 협회상 (유망연기상)
714,카오스 워킹,후보,제 27회 MTV 영화 & TV 어워즈 (영화 - 최고의 배우상)
715,카오스 워킹,후보,제 27회 MTV 영화 & TV 어워즈 (최고의 영웅상)
716,카오스 워킹,후보,제 44회 새턴 어워즈 (최우수 여우주연상)
717,카오스 워킹,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 여자배우상)
718,카오스 워킹,수상,제 25회 MTV 영화 & TV 어워즈 (주목할만한 배우상)
719,카오스 워킹,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 영웅상)
720,카오스 워킹,후보,제 42회 새턴 어워즈 (최우수 여우주연상)
721,카오스 워킹,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 싸움상)
722,카오스 워킹,수상,제 68회 산세바스티안국제영화제 (은조개상 - 남우주연상)
723,카오스 워킹,수상,제 33회 유럽영화상 (유러피안 남우주연상)
724,카오스 워킹,수상,명예의 드래곤상
725,카오스 워킹,후보,제 42회 새턴 어워즈 (TV 최우수 남자주연상)
726,카오스 워킹,후보,제 41회 새턴 어워즈 (TV 최우수 남자주연상)
727,카오스 워킹,수상,제 40회 새턴 어워즈 (TV 최우수 남자주연상)
728,카오스 워킹,후보,제 39회 세자르영화제 (남우주연상)
729,카오스 워킹,후보,제 33회 런던 비평가 협회상 (남우주연상)
730,카오스 워킹,후보,제 25회 유럽영화상 (유러피안 남우주연상)
731,카오스 워킹,수상,제 65회 칸영화제 (남우주연상)
732,카오스 워킹,수상,유러피안 월드 시네마상
733,카오스 워킹,수상,제 28회 뮌헨 국제영화제 (영화메리트 상)
734,카오스 워킹,후보,제 21회 유럽영화상 (유러피안 남우주연상)
735,카오스 워킹,후보,제 19회 유럽영화상 (유러피안 남우주연상)
736,몬스터 헌터,후보,제 24회 도쿄국제영화제 (특별 초대작)
737,몬스터 헌터,후보,제 16회 부산국제영화제 (특별전)
738,몬스터 헌터,후보,제 59회 산세바스티안국제영화제 (벨로드롬 부문)
739,몬스터 헌터,후보,제 47회 시카고국제영화제 (상영작)
740,몬스터 헌터,수상,제 16회 브뤼셀 판타스틱 영화제 (페가수스 관객상)
741,몬스터 헌터,후보,제 33회 골든 라즈베리 시상식 (최악의 여우주연상)
742,몬스터 헌터,후보,제 20회 골든 라즈베리 시상식 (최악의 여우주연상)
743,몬스터 헌터,후보,제 18회 골든 라즈베리 시상식 (최악의 여우조연상)
744,몬스터 헌터,후보,제 7회 MTV 영화 & TV 어워즈 (최고의 싸움상)
745,몬스터 헌터,후보,제 12회 골든 라즈베리 시상식 (최악의 신인상)
746,몬스터 헌터,후보,제 13회 도빌아시아영화제 (액션 아시아상)
747,몬스터 헌터,후보,제 21회 스톡홀름영화제 (트와일라잇 존)
748,몬스터 헌터,후보,제 43회 시체스영화제 (카사 아시아)
749,몬스터 헌터,후보,제 1회 다문화 영화제 (상영작)
750,몬스터 헌터,후보,제 29회 하와이국제영화제 (상영작)
751,몬스터 헌터,후보,제 20회 스톡홀름영화제 (트와일라잇 존)
752,몬스터 헌터,후보,제 58회 멜버른 국제 영화제 (이웃나라 영화)
753,몬스터 헌터,후보,제 11회 우디네 극동영화제 (태국영화)
754,호라이즌 라인,후보,제 31회 스톡홀름영화제 (특별전)
755,호라이즌 라인,후보,제 38회 예테보리국제영화제 (스웨덴 장편영화)
756,호라이즌 라인,후보,제 25회 스톡홀름영화제 (경쟁)
757,호라이즌 라인,후보,특별전
758,호라이즌 라인,후보,제 3회 스웨덴 영화제 (상영작)
759,호라이즌 라인,후보,제 67회 에든버러국제영화제 (포커스 온)
760,호라이즌 라인,후보,제 37회 홍콩 국제 영화제 (스웨덴 6중창단)
761,호라이즌 라인,후보,제 26회 유럽영화상 (유러피안 디스커버리상)
762,호라이즌 라인,후보,제 5회 본 스릴러 국제영화제 (영 블러드)
763,호라이즌 라인,수상,제 5회 본 스릴러 국제영화제 (영 블러드 베스트 필름)
764,호라이즌 라인,후보,제 24회 팜스프링스 국제영화제 (노르딕 나이트)
765,호라이즌 라인,후보,제 62회 멜버른 국제 영화제 (국제 파노라마)
766,호라이즌 라인,수상,제 23회 스톡홀름영화제 (관객상)
767,호라이즌 라인,후보,제 23회 스톡홀름영화제 (경쟁)
768,호라이즌 라인,수상,제 37회 토론토국제영화제 (FIPRESCI-상)
769,호라이즌 라인,후보,제 37회 토론토국제영화제 (디스커버리 부문)
770,호라이즌 라인,후보,특별한 발표 부문
771,호라이즌 라인,후보,제 26회 MTV 영화 & TV 어워즈 (최고의 악당상)
772,호라이즌 라인,후보,제 22회 크리틱스 초이스 시상식 (TV 부문 - 코미디 시리즈 여우조연상)
773,간이역,수상,국무총리 표창
774,간이역,수상,제 32회 대종상 영화제 (신인여자배우상)
775,간이역,수상,제 25회 백상예술대상 (TV 여자신인연기상)
776,시간의 끝에서 널 기다려,후보,제 10회 아시안 필름 어워드 (신인상)
777,시간의 끝에서 널 기다려,수상,제 52회 금마장 (신인배우상)
778,이다,후보,제 72회 영국 아카데미 시상식 (감독상)
779,이다,수상,제 32회 유럽영화상 (관객상)
780,이다,후보,제 7회 무주산골영화제 (상영작 - 판)
781,이다,후보,제 91회 미국 아카데미 시상식 (감독상)
782,이다,후보,제 30회 팜스프링스 국제영화제 (FLOS: 오스카 출품 외국어영화)
783,이다,수상,제 33회 고야상 (유럽영화상)
784,이다,후보,제 12회 FILM LIVE: KT&G 상상마당 음악영화제 (음악영화 쇼케이스)
785,이다,후보,제 1회 평창국제평화영화제 (여름 영화 산책)
786,이다,후보,제 39회 런던 비평가 협회상 (작품상)
787,이다,수상,제 39회 런던 비평가 협회상 (외국어영화상)
788,이다,후보,제 72회 영국 아카데미 시상식 (외국어영화상)
789,이다,후보,제 91회 미국 아카데미 시상식 (외국어영화상)
790,이다,후보,제 39회 런던 비평가 협회상 (감독상)
791,이다,후보,제 24회 크리틱스 초이스 시상식 (외국어 영화상)
792,이다,후보,제 44회 세자르영화제 (외국어영화상)
793,이다,후보,제 43회 홍콩 국제 영화제 (월드시네마-갈라 프레젠테이션)
794,이다,후보,제 31회 시카고 비평가 협회상 (외국어영화상)
795,이다,후보,제 56회 뉴욕영화제 (장편 상영작)
796,이다,후보,제 65회 시드니 영화제 (칸으로부터)
797,이다,후보,제 41회 밀 밸리 영화제 (세계영화)
798,이다,후보,제 65회 시드니 영화제 (Late Announce)
799,이다,후보,제 14회 취리히 영화제 (갈라 프리미어)
800,이다,수상,제 83회 뉴욕 비평가 협회상 (외국영화상)
801,이다,후보,제 53회 카를로비바리 국제 영화제 (수평선부문)
802,이다,후보,제 29회 스톡홀름영화제 (오픈 존)
803,이다,후보,제 23회 부산국제영화제 (월드 시네마)
804,이다,후보,제 38회 하와이국제영화제 (유러피안 쇼케이스)
805,이다,후보,제 72회 에든버러국제영화제 (유럽의 관점)
806,이다,수상,제 45회 겐트 영화제 (그랑프리)
807,이다,후보,제 67회 멜버른 국제 영화제 (헤드라이너)
808,이다,후보,제 71회 칸영화제 (경쟁부문)
809,이다,수상,제 31회 유럽영화상 (유러피안 작품상)
810,이다,후보,제 49회 인도국제영화제 (페스티벌 칼레이도스코프)
811,이다,후보,제 43회 토론토국제영화제 (특별한 발표 부문)
812,이다,수상,제 31회 유럽영화상 (유러피안 감독상)
813,이다,후보,제 66회 산세바스티안국제영화제 (Perlak)
814,이다,후보,제 20회 리우 데 자네이루 국제영화제 (월드 파노라마)
815,이다,수상,제 31회 유럽영화상 (유러피안 각본상)
816,이다,후보,제 54회 시카고국제영화제 (마스터즈)
817,이다,후보,제 45회 텔루라이드 영화제 (장편 부문)
818,이다,후보,제 31회 유럽영화상 (EFA 장편 영화 셀렉션)
819,이다,수상,제 71회 칸영화제 (감독상)
820,이다,후보,제 65회 시드니 영화제 (음악영화)
821,이다,수상,제 29회 스톡홀름영화제 (FIPRESCI 국제비평가상)
822,이다,후보,제 45회 겐트 영화제 (공식부문 - 경쟁)
823,이다,후보,제 30회 팜스프링스 국제영화제 (팜 스프링스 캐논)
824,이다,후보,제 26회 팜스프링스 국제영화제 (버즈어워드: 최우수 국제영화)
825,이다,후보,제 20회 크리틱스 초이스 시상식 (외국어 영화상)
826,이다,수상,제 29회 고야상 (유럽영화상)
827,이다,후보,제 35회 런던 비평가 협회상 (작품상)
828,이다,후보,제 35회 런던 비평가 협회상 (외국어영화상)
829,이다,후보,제 3회 무주산골영화제 (상영작 - 판)
830,이다,후보,제 5회 북경국제영화제 (수상작 컬렉션)
831,이다,후보,제 72회 골든 글로브 시상식 (외국어 영화상)
832,이다,후보,제 12회 서울국제사랑영화제 (미션 초이스)
833,이다,후보,제 15회 광주국제영화제 (유럽영화 특별전)
834,이다,후보,제 30회 산타바바라 국제영화제 (특별 헌정작)
835,이다,후보,제 40회 세자르영화제 (외국어영화상)
836,이다,후보,제 18회 상하이국제영화제 (오피셜 셀렉션)
837,이다,수상,제 68회 영국 아카데미 시상식 (외국어영화상)
838,이다,후보,제 6회 광주여성영화제 (상영작)
839,이다,수상,제 87회 미국 아카데미 시상식 (외국어영화상)
840,이다,후보,제 26회 팜스프링스 국제영화제 (어나더 유럽)
841,이다,수상,제 27회 유럽영화상 (유러피안 작품상)
842,이다,후보,제 16회 리우 데 자네이루 국제영화제 (월드 파노라마)
843,이다,수상,제 27회 유럽영화상 (유러피안 감독상)
844,이다,후보,제 24회 시네퀘스트 영화제 (장편영화)
845,이다,수상,제 27회 유럽영화상 (유러피안 각본상)
846,이다,후보,제 43회 로테르담 국제영화제 (더 스테이트 오브 유럽)
847,이다,후보,제 49회 카를로비바리 국제 영화제 (수평선부문)
848,이다,후보,제 38회 홍콩 국제 영화제 (독창적)
849,이다,후보,제 27회 시카고 비평가 협회상 (외국어영화상)
850,이다,후보,제 12회 자그레브 영화제 (사이드 프로그램 - 룩스 필름 데이즈)
851,이다,수상,제 27회 유럽영화상 (관객상)
852,이다,수상,제 79회 뉴욕 비평가 협회상 (외국영화상)
853,이다,수상,제 40회 LA 비평가 협회상 (외국어영화상)
854,이다,후보,제 45회 인도국제영화제 (세계의 영화)
855,이다,후보,제 25회 스톡홀름영화제 (OVRIGT)
856,이다,후보,제 30회 선댄스영화제 (스팟라이트)
857,이다,수상,제 24회 시네퀘스트 영화제 (최우수 영화 : 드라마)
858,이다,후보,제 29회 바르샤바 국제영화제 (국제 경쟁 부문)
859,이다,후보,제 29회 바르샤바 국제영화제 (바르샤바 스크리닝)
860,이다,후보,제 40회 텔루라이드 영화제 (장편 부문)
861,이다,수상,제 38회 토론토국제영화제 (FIPRESCI-상)
862,이다,수상,제 29회 바르샤바 국제영화제 (바르샤바 그랑프리)
863,이다,수상,제 29회 바르샤바 국제영화제 (Ecumenical상)
864,이다,수상,제 57회 런던 국제 영화제 (작품상)
865,이다,후보,제 38회 토론토국제영화제 (특별한 발표 부문)
866,이다,후보,제 13회 마라케시국제영화제 (경쟁부문)
867,이다,후보,제 18회 부산국제영화제 (월드 시네마)
868,이다,수상,제 51회 히혼국제영화제 (최우수작품상 - 장편)
869,이다,후보,제 27회 산타바바라 국제영화제 (산타바바라 장편)
870,이다,후보,제 13회 뉴포트비치 영화제 (장편 부문)
871,이다,후보,제 23회 팜스프링스 국제영화제 (모던 마스터스)
872,이다,후보,제 47회 시카고국제영화제 (상영작)
873,이다,후보,제 36회 토론토국제영화제 (특별한 발표 부문)
874,이다,후보,제 6회 로마 국제영화제 (공식 경쟁 부문)
875,이다,후보,제 10회 부산국제영화제 (특별전)
876,이다,수상,제 58회 에든버러국제영화제 (마이클 포웰상 - 최우수영국장편영화)
877,이다,수상,제 54회 에든버러국제영화제 (마이클 포웰상 - 최우수영국장편영화)
878,이다,수상,제 44회 런던 국제 영화제 (관객상)
879,이다,수상,제 41회 데살로니키 국제 영화제 (골든 알렉산더)
880,이다,수상,제 41회 데살로니키 국제 영화제 (국제비평가협회상)
881,이다,후보,제 27회 유럽영화상 (유러피안 여우주연상)
882,이다,후보,제 27회 시카고 비평가 협회상 (유망연기상)
883,이다,후보,제 35회 런던 비평가 협회상 (여우조연상)
884,이다,후보,제 49회 전미 비평가 협회상 (여우조연상)
885,이다,후보,제 27회 유럽영화상 (유러피안 여우주연상)
886,이다,후보,제 27회 시카고 비평가 협회상 (여우조연상)
887,이다,수상,제 40회 LA 비평가 협회상 (여우조연상)
888,이다,수상,제 30회 팜스프링스 국제영화제 (국제비평가협회(FIPRESCI) 여자배우상)
889,이다,후보,제 39회 런던 비평가 협회상 (여우주연상)
890,이다,수상,제 31회 유럽영화상 (유러피안 여우주연상)
891,포제서,후보,제 28회 제라르메 국제판타스틱영화제 (장편경쟁부문)
892,포제서,수상,제 28회 제라르메 국제판타스틱영화제 (최우수상)
893,포제서,후보,제 33회 도쿄국제영화제 (일본 프리미어)
894,포제서,후보,제 53회 시체스영화제 (오피셜 판타스틱 경쟁부문)
895,포제서,수상,제 53회 시체스영화제 (오피셜 판타스틱-최우수작품상)
896,포제서,수상,제 53회 시체스영화제 (오피셜 판타스틱-최우수감독상)
897,포제서,후보,제 36회 선댄스영화제 (월드시네마 드라마틱 경쟁)
898,포제서,후보,제 24회 부천국제판타스틱영화제 (금지구역)
899,포제서,후보,제 64회 런던 국제 영화제 (컬트)
900,포제서,후보,제 44회 토론토국제영화제 (단편 부문)
901,포제서,후보,제 55회 시카고국제영화제 (단편 영화)
902,포제서,후보,제 57회 뉴욕영화제 (단편 상영작)
903,포제서,후보,제 68회 멜버른 국제 영화제 (MIFF 단편)
904,포제서,후보,제 51회 히혼국제영화제 (뮤턴트 장르)
905,포제서,후보,제 31회 브뤼셀 판타스틱 영화제 (오피셜 셀렉션)
906,포제서,후보,제 31회 브뤼셀 판타스틱 영화제 (7번째 궤도)
907,포제서,후보,제 17회 부산국제영화제 (월드 시네마)
908,포제서,수상,제 45회 시체스영화제 (오피셜 판타스틱 경쟁부문)
909,포제서,후보,제 65회 칸영화제 (주목할 만한 시선)
910,포제서,후보,제 43회 인도국제영화제 (페스티벌 칼레이도스코프)
911,포제서,후보,제 31회 벤쿠버국제영화제 (캐나다 이미지)
912,포제서,후보,제 37회 토론토국제영화제 (특별한 발표 부문)
913,포제서,후보,제 48회 시카고국제영화제 (에프터 다크)
914,포제서,후보,제 56회 런던 국제 영화제 (저니)
915,포제서,수상,제 37회 토론토국제영화제 (캐나다 신인감독상)
916,포제서,후보,제 35회 토론토국제영화제 (캐나다 단편 부문)
917,포제서,후보,제 43회 애니어워드 (장편 애니메이션: 성우상)
918,포제서,후보,제 28회 시카고 비평가 협회상 (여우조연상)
919,포제서,후보,제 73회 골든 글로브 시상식 (여우조연상)
920,포제서,후보,제 69회 영국 아카데미 시상식 (여우조연상)
921,포제서,후보,제 21회 크리틱스 초이스 시상식 (여우조연상)
922,포제서,후보,제 88회 미국 아카데미 시상식 (여우조연상)
923,포제서,후보,제 28회 시카고 비평가 협회상 (여우조연상)
924,포제서,후보,제 20회 시카고 비평가 협회상 (여우조연상)
925,포제서,수상,제 13회 도쿄국제영화제 (여우주연상)
926,포제서,수상,제 60회 뉴욕 비평가 협회상 (여우주연상)
